date,Mount Powell,Defiance Plateau,Black Mesa,Navajo Mountain,Carrizo,Chuska,Navajo_Nation,All_Mountains
2002-05-01,0.152,0.095,1.102,0.662,1.28,0.859,0.599,0.766
2002-06-01,1.937,2.01,3.311,2.968,3.297,2.928,2.369,2.838
2002-07-01,0.343,0.796,2.088,1.998,1.907,1.352,1.524,1.485
2002-08-01,0.339,0.361,1.213,1.566,1.143,1.08,0.755,0.951
2002-09-01,-0.547,-0.38,0.347,0,0.307,0.076,0.107,0.056
2002-10-01,-1.28,-1.101,-0.641,-0.903,-0.828,-0.803,-0.804,-0.836
2002-11-01,-0.24,-0.266,-0.061,0.057,0.212,0.125,-0.186,-0.027
2002-12-01,-1.347,-1.186,0.142,0.128,0.379,-0.373,-0.378,-0.358
2003-01-01,2.965,3.399,3.699,4.022,4.372,4.013,3.4,3.778
2003-02-01,-0.25,0.176,0.286,-0.013,0.009,0.069,0.159,0.15
2003-03-01,-0.97,-0.775,-0.185,0.039,-0.492,-0.601,-0.349,-0.499
2003-04-01,-0.503,-0.585,-0.66,-0.742,0.019,-0.012,-0.581,-0.371
2003-05-01,0.41,1.052,1.399,1.053,1.405,1.457,1.124,1.312
2003-06-01,-0.382,0.442,1.21,1.174,0.74,0.814,0.709,0.83
2003-07-01,1.895,2.329,2.814,2.83,3.107,3.195,2.475,2.833
2003-08-01,0.653,1.13,1.268,1.107,1.406,1.369,1.2,1.266
2003-09-01,-0.129,0.391,1.086,1.21,0.465,0.501,0.633,0.657
2003-10-01,2.278,2.596,3.176,3.457,3.159,2.926,2.851,2.942
2003-11-01,-0.708,-0.219,-0.534,-1.201,-0.988,-0.59,-0.247,-0.528
2003-12-01,0.424,1.669,0.949,0.668,1.462,1.678,1.053,1.392
2004-01-01,-0.893,0.421,-0.165,-0.584,0.076,0.301,-0.01,0.131
2004-02-01,-3.235,-2.125,-2.185,-2.492,-1.891,-2.183,-2.016,-2.172
2004-03-01,2.414,3.677,3.812,3.958,3.814,3.857,3.374,3.775
2004-04-01,-0.467,0.1,0.158,0.326,0.577,0.257,0.256,0.202
2004-05-01,0.53,1.303,1.544,1.292,1.109,1.451,1.023,1.4
2004-06-01,-0.115,0.535,1.044,0.79,0.782,0.876,0.631,0.821
2004-07-01,-0.835,0.394,0.211,-0.083,0.082,0.565,-0.128,0.341
2004-08-01,-1.233,-0.472,-0.1,-0.432,-0.221,-0.125,-0.424,-0.233
2004-09-01,-0.986,-0.269,-0.641,-0.647,-0.618,-0.193,-0.612,-0.404
2004-10-01,-0.916,-0.253,-0.478,-0.956,-0.519,-0.199,-0.392,-0.35
2004-11-01,-1.594,-0.619,-0.815,-1.418,-0.358,-0.647,-0.52,-0.702
2004-12-01,-0.428,0.409,0.573,0.679,1.146,0.677,0.33,0.597
2005-01-01,1.959,2.755,2.81,2.21,3.136,2.76,3.26,2.777
2005-02-01,-0.224,0.415,0.75,0.348,1.384,0.533,1.072,0.619
2005-03-01,-1.966,-1.162,-0.509,-0.446,-0.295,-0.887,-0.49,-0.801
2005-04-01,-0.533,0.108,0.04,-0.277,0.36,0.358,-0.048,0.171
2005-05-01,0.276,1.228,0.878,0.449,0.8,1.323,0.71,1.088
2005-06-01,-0.9,-0.269,-0.982,-1.558,-0.851,-0.31,-0.989,-0.584
2005-07-01,1.394,1.654,1.876,1.726,1.913,2.113,1.413,1.895
2005-08-01,-0.495,-0.46,-1.019,-1.275,-0.27,-0.301,-0.633,-0.583
2005-09-01,0.815,0.902,0.35,0.199,0.856,1.086,0.673,0.774
2005-10-01,0.044,0.681,0.743,0.505,0.859,0.699,0.759,0.705
2005-11-01,0.86,1.126,1.491,1.519,1.581,1.504,0.962,1.405
2005-12-01,0.483,1.22,1.095,1.319,0.787,1.195,0.483,1.131
2006-01-01,0.232,1.044,1.223,0.459,1.73,1.417,0.959,1.251
2006-02-01,0.048,0.81,0.852,1.058,1.121,1.016,0.289,0.909
2006-03-01,-1.358,-0.854,-1.416,-1.802,-0.88,-0.86,-1.047,-1.06
2006-04-01,1.058,1.493,1.426,0.964,1.856,1.72,1.339,1.558
2006-05-01,1.783,2.371,2.155,2.271,2.626,2.72,2.048,2.429
2006-06-01,1.616,1.755,2.106,2.222,2.395,2.067,1.951,2.024
2006-07-01,0.376,1.533,0.836,0.803,1.244,1.523,1.06,1.258
2006-08-01,-1.268,-0.684,-0.528,-0.394,-0.315,-0.538,-0.491,-0.562
2006-09-01,-3.2,-2.682,-2.597,-2.286,-2.177,-2.345,-2.349,-2.504
2006-10-01,-1.16,-0.618,-1.223,-1.278,-0.707,-0.395,-0.918,-0.759
2006-11-01,0.799,1.316,1.256,1.407,1.849,1.773,1.13,1.485
2006-12-01,-1.537,0.297,-0.107,0.24,0.751,0.596,-0.392,0.275
2007-01-01,-3.086,-2.66,-2.477,-1.9,-0.866,-2.029,-2.344,-2.247
2007-02-01,-0.207,0.351,0.677,1.101,0.827,0.619,0.456,0.585
2007-03-01,0.697,1.679,1.677,1.934,2.066,2.132,1.365,1.85
2007-04-01,0.346,0.84,0.864,0.896,0.941,0.97,0.75,0.892
2007-05-01,-0.948,0.005,0.552,0.722,0.565,0.257,0.476,0.3
2007-06-01,0.272,0.743,1.346,1.346,1.733,1.122,1.119,1.136
2007-07-01,0.471,0.875,1.552,1.373,1.626,1.258,1.212,1.274
2007-08-01,0.58,0.82,1.193,1.049,1.506,1.084,1.13,1.077
2007-09-01,0.089,0.673,1,0.872,1.305,1.04,0.947,0.94
2007-10-01,0.392,0.737,0.285,-0.2,0.704,1.005,0.202,0.66
2007-11-01,1.804,2.417,3.036,3.059,3.249,3.135,2.248,2.917
2007-12-01,-1.457,-1.076,-1.17,-1.482,-1.421,-1.121,-0.88,-1.161
2008-01-01,-3.121,-2.763,-2.88,-2.687,-3.345,-2.931,-2.778,-2.904
2008-02-01,-1.232,-1.125,-1.009,-0.65,-1.302,-1.127,-1.06,-1.095
2008-03-01,-0.923,-0.64,0.034,-0.081,-0.493,-0.711,-0.277,-0.437
2008-04-01,-1.013,-0.85,-0.364,-0.676,-0.336,-0.477,-0.773,-0.534
2008-05-01,-1.709,-1.527,-1.858,-2,-1.334,-1.288,-1.74,-1.547
